accommodates,bathrooms,total_bathrooms,bedrooms,beds,price,amenity_air_conditioning,amenity_elevator,amenity_washer,amenity_dishwasher,amenity_dedicated_workspace,amenity_self_check_in,amenity_tv,amenity_long_term_stays_allowed,amenity_smoke_alarm,amenity_room_darkening_shades,neighborhood_alsergrund,neighborhood_brigittenau,neighborhood_dobling,neighborhood_donaustadt,neighborhood_favoriten,neighborhood_floridsdorf,neighborhood_hernals,neighborhood_hietzing,neighborhood_innere_stadt,neighborhood_josefstadt,neighborhood_landstra§e,neighborhood_leopoldstadt,neighborhood_liesing,neighborhood_margareten,neighborhood_mariahilf,neighborhood_meidling,neighborhood_neubau,neighborhood_ottakring,neighborhood_penzing,neighborhood_rudolfsheim,neighborhood_simmering,neighborhood_wahring,neighborhood_wieden,room_type_entire_home_apt,room_type_hotel_room,room_type_private_room,room_type_shared_room
4,1.0,1.0,2.0,2.0,234.0,0,0,1,0,0,1,1,1,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,124.0,1,0,1,1,1,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,3.0,43.0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4,1.5,1.5,2.0,2.0,101.0,0,1,0,1,1,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,41.0,0,0,0,0,0,0,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,63.0,1,0,1,0,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,3.0,96.0,0,0,1,1,1,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,1.0,167.0,1,0,0,0,0,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,90.0,0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8,1.0,1.0,2.0,4.0,54.0,0,0,0,0,1,1,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,2.0,63.0,0,0,1,0,1,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,1.0,1.0,2.0,3.0,151.0,0,0,1,1,1,1,1,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,1.0,1.0,2.0,2.0,80.0,0,1,1,1,1,0,1,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,109.0,0,0,0,0,1,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
6,1.5,1.5,2.0,3.0,107.0,0,0,0,1,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,2.0,103.0,0,1,1,1,1,1,1,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.5,1.5,2.0,2.0,131.0,0,1,0,1,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.0,1.0,1.0,1.0,33.0,0,0,1,0,0,1,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,34.0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
6,1.5,1.5,2.0,3.0,171.0,1,1,1,1,0,1,1,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,3.0,40.0,0,0,1,1,0,1,1,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1.0,1.0,0.0,1.0,72.0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1.0,1.0,1.0,1.0,31.0,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,50.0,0,1,0,0,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,1.0,75.0,1,1,1,1,0,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,2.0,79.0,0,0,1,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,92.0,0,0,1,0,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
5,1.0,1.0,1.0,4.0,52.0,0,0,0,0,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2,1.5,1.5,1.0,1.0,85.0,0,0,1,1,1,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2,1.5,1.5,1.0,1.0,56.0,0,1,1,1,1,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,83.0,0,1,0,1,0,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2,1.0,1.0,0.0,1.0,111.0,1,0,1,1,0,1,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1.5,1.5,1.0,2.0,93.0,0,1,0,1,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2,1.0,1.0,1.0,1.0,73.0,0,0,0,0,1,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,95.0,1,1,0,0,1,1,1,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,149.0,0,1,1,1,0,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,72.0,0,0,0,0,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,1.0,130.0,0,1,0,1,1,1,0,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,1.0,1.0,1.0,3.0,107.0,0,0,0,1,1,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4,2.0,2.0,2.0,2.0,242.0,0,0,0,1,0,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,119.0,0,0,0,0,1,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,1.0,1.0,1.0,1.0,93.0,0,0,1,0,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1,1.5,1.5,1.0,1.0,51.0,0,1,0,1,1,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5,1.5,1.5,2.0,3.0,186.0,0,0,1,1,0,0,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,114.0,0,0,0,0,1,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,95.0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,86.0,0,0,0,0,1,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.5,1.5,2.0,2.0,102.0,0,0,1,1,1,1,1,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,2.0,90.0,0,0,1,0,1,1,0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,4.0,108.0,0,1,0,1,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
4,2.0,2.0,2.0,3.0,146.0,0,0,1,1,1,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2,1.5,1.5,1.0,2.0,91.0,0,1,1,1,1,0,1,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8,1.0,1.0,3.0,4.0,109.0,0,0,1,0,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,60.0,0,1,1,1,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.0,1.0,2.0,3.0,129.0,0,1,1,1,0,1,1,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,1.0,1.0,2.0,5.0,94.0,0,1,1,1,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.5,1.5,2.0,3.0,180.0,1,0,1,0,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2,1.5,1.5,1.0,1.0,133.0,0,1,0,1,0,1,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.5,1.5,1.0,3.0,58.0,0,0,1,1,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.5,1.5,1.0,1.0,98.0,1,0,1,0,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,74.0,1,0,1,1,1,0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4,1.5,1.5,1.0,2.0,73.0,0,0,0,1,1,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,1.0,1.0,2.0,3.0,140.0,0,1,0,1,1,1,1,1,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,81.0,0,0,0,0,1,1,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,0.0,2.0,69.0,0,1,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,73.0,0,0,0,1,1,0,0,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,2.0,3.0,89.0,0,0,1,0,0,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,72.0,0,1,1,1,0,1,1,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,2.0,3.0,45.0,0,0,0,0,0,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,60.0,0,0,0,1,1,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,192.0,0,1,1,0,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
4,1.0,1.0,1.0,2.0,94.0,0,0,0,1,0,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
3,1.5,1.5,1.0,1.0,73.0,0,1,0,1,0,1,0,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7,2.5,2.5,2.0,3.0,82.0,0,1,0,1,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1.5,1.5,1.0,1.0,81.0,0,1,0,1,1,0,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,174.0,0,1,1,1,0,1,1,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,2.0,5.0,45.0,0,0,1,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
4,0.0,0.0,0.0,3.0,60.0,0,1,0,0,1,1,0,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.5,1.5,1.0,1.0,48.0,0,0,1,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1.0,1.0,1.0,1.0,82.0,0,0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,3.0,88.0,0,0,1,0,1,1,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
6,2.5,2.5,3.0,4.0,206.0,0,1,0,1,0,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.0,1.0,3.0,3.0,227.0,0,0,1,0,1,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.5,1.5,2.0,2.0,84.0,0,0,0,1,0,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,3.0,120.0,0,0,0,0,1,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,52.0,0,1,1,1,0,0,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2,1.0,1.0,1.0,1.0,98.0,0,1,0,1,1,1,0,0,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,1.0,1.0,1.0,1.0,69.0,0,0,0,0,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2,1.0,1.0,1.0,2.0,57.0,0,0,0,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,80.0,0,1,0,0,1,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,72.0,0,1,0,1,1,1,0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.5,1.5,0.0,1.0,54.0,0,0,0,1,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,125.0,1,0,1,1,1,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,72.0,0,0,1,1,0,0,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4,1.0,1.0,1.0,1.0,231.0,1,0,1,0,0,1,1,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,1.0,44.0,0,0,0,1,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
4,1.0,1.0,1.0,1.0,51.0,0,0,1,0,0,1,1,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,96.0,0,0,1,0,0,1,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,0.0,1.0,77.0,0,0,1,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,183.0,0,1,1,0,0,1,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,1.5,1.5,1.0,3.0,82.0,0,1,0,1,1,1,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
6,1.0,1.0,2.0,4.0,86.0,1,1,1,0,1,0,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,1.0,1.0,0.0,2.0,55.0,0,0,0,1,0,1,0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10,2.0,2.0,4.0,6.0,97.0,0,1,0,1,1,1,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
7,2.0,2.0,3.0,7.0,216.0,0,0,0,1,0,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
8,1.5,1.5,3.0,4.0,144.0,0,1,0,1,1,1,0,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,2.0,81.0,0,1,1,1,1,1,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6,1.0,1.0,1.0,2.0,91.0,0,0,1,0,1,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,2.0,69.0,0,0,0,1,1,0,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,2.0,2.0,82.0,0,0,0,1,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
4,1.0,1.0,2.0,3.0,90.0,0,0,1,1,1,0,1,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1.5,1.5,1.0,2.0,101.0,0,1,1,1,0,0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2,1.0,1.0,0.0,2.0,85.0,0,0,0,0,0,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,117.0,1,1,0,1,1,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,118.0,0,0,0,1,1,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2,1.0,1.0,0.0,1.0,85.0,1,0,0,0,1,1,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,1.0,87.0,0,0,0,0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,67.0,0,0,0,0,0,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,1.0,1.0,2.0,3.0,152.0,0,1,0,1,0,1,1,0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,2.0,2.0,111.0,0,1,0,0,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,100.0,0,1,0,1,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,1.0,69.0,0,0,1,1,1,0,1,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,2.0,2.0,235.0,0,1,1,1,1,0,0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,3.0,87.0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,41.0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,1.5,1.5,1.0,2.0,90.0,0,0,1,1,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,0.0,1.0,109.0,1,1,0,1,1,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,73.0,0,0,1,0,0,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,2.0,41.0,0,0,0,0,1,0,1,0,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,2.0,0.0,81.0,0,0,0,1,1,0,0,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,59.0,0,0,1,1,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
4,1.0,1.0,1.0,1.0,156.0,0,1,0,1,1,0,1,0,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,1.0,48.0,0,0,1,0,1,1,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2,1.5,1.5,1.0,1.0,38.0,0,0,0,0,1,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6,1.0,1.0,2.0,3.0,177.0,0,0,0,1,1,1,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,1.0,2.0,33.0,0,0,0,0,1,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4,1.0,1.0,2.0,1.0,88.0,0,0,0,0,1,1,1,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4,1.0,1.0,1.0,1.0,86.0,0,0,0,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4,1.0,1.0,0.0,2.0,131.0,0,1,0,1,1,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,1.0,1.0,0.0,1.0,88.0,0,0,0,1,1,0,0,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3,1.0,1.0,1.0,2.0,84.0,0,1,1,1,1,0,0,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
